    0.000000    1.000000    0.212854    0.025635
    0.016667    1.000000    0.491113    0.038210
    0.033333    1.000000    0.594267    0.030268
    0.050000    1.000000    0.658616    0.019089
    0.066667    1.000000    0.705232    0.009274
    0.083333    1.000000    0.740849    0.001617
    0.100000    1.000000    0.768910   -0.004059
    0.116667    1.000000    0.791516   -0.008121
    0.133333    1.000000    0.810045   -0.010926
    0.150000    1.000000    0.825448   -0.012769
    0.166667    1.000000    0.838399   -0.013885
    0.183333    1.000000    0.849393   -0.014454
    0.200000    1.000000    0.858799   -0.014614
    0.216667    1.000000    0.866897   -0.014470
    0.233333    1.000000    0.873906   -0.014100
    0.250000    1.000000    0.879995   -0.013564
    0.266667    1.000000    0.885299   -0.012906
    0.283333    1.000000    0.889927   -0.012159
    0.300000    1.000000    0.893966   -0.011349
    0.316667    1.000000    0.897486   -0.010492
    0.333333    1.000000    0.900547   -0.009603
    0.350000    1.000000    0.903194   -0.008690
    0.366667    1.000000    0.905468   -0.007759
    0.383333    1.000000    0.907401   -0.006815
    0.400000    1.000000    0.909017   -0.005860
    0.416667    1.000000    0.910340   -0.004896
    0.433333    1.000000    0.911384   -0.003921
    0.450000    1.000000    0.912163   -0.002937
    0.466667    1.000000    0.912686   -0.001942
    0.483333    1.000000    0.912959   -0.000935
    0.500000    1.000000    0.912985    0.000085
    0.516667    1.000000    0.912765    0.001120
    0.533333    1.000000    0.912295    0.002171
    0.550000    1.000000    0.911570    0.003238
    0.566667    1.000000    0.910579    0.004323
    0.583333    1.000000    0.909312    0.005425
    0.600000    1.000000    0.907751    0.006544
    0.616667    1.000000    0.905875    0.007678
    0.633333    1.000000    0.903658    0.008823
    0.650000    1.000000    0.901069    0.009974
    0.666667    1.000000    0.898068    0.011124
    0.683333    1.000000    0.894609    0.012261
    0.700000    1.000000    0.890632    0.013371
    0.716667    1.000000    0.886067    0.014432
    0.733333    1.000000    0.880826    0.015417
    0.750000    1.000000    0.874801    0.016286
    0.766667    1.000000    0.867856    0.016991
    0.783333    1.000000    0.859820    0.017461
    0.800000    1.000000    0.850473    0.017608
    0.816667    1.000000    0.839532    0.017312
    0.833333    1.000000    0.826625    0.016413
    0.850000    1.000000    0.811251    0.014703
    0.866667    1.000000    0.792725    0.011907
    0.883333    1.000000    0.770082    0.007672
    0.900000    1.000000    0.741913    0.001567
    0.916667    1.000000    0.706073   -0.006885
    0.933333    1.000000    0.659031   -0.017994
    0.950000    1.000000    0.593898   -0.031115
    0.966667    1.000000    0.489451   -0.041622
    0.983333    1.000000    0.211630   -0.030896
    0.000000    0.983333    0.104196    0.043365
    0.016667    0.983333    0.254686    0.069069
    0.033333    0.983333    0.339300    0.063173
    0.050000    0.983333    0.411048    0.049250
    0.066667    0.983333    0.472998    0.035412
    0.083333    0.983333    0.525570    0.023823
    0.100000    0.983333    0.569871    0.014720
    0.116667    0.983333    0.607224    0.007788
    0.133333    0.983333    0.638852    0.002611
    0.150000    0.983333    0.665781   -0.001189
    0.166667    0.983333    0.688841   -0.003927
    0.183333    0.983333    0.708697   -0.005848
    0.200000    0.983333    0.725878   -0.007144
    0.216667    0.983333    0.740807   -0.007962
    0.233333    0.983333    0.753823   -0.008414
    0.250000    0.983333    0.765202   -0.008586
    0.266667    0.983333    0.775165   -0.008543
    0.283333    0.983333    0.783895   -0.008335
    0.300000    0.983333    0.791542   -0.008000
    0.316667    0.983333    0.798228   -0.007567
    0.333333    0.983333    0.804055   -0.007059
    0.350000    0.983333    0.809108   -0.006491
    0.366667    0.983333    0.813457   -0.005876
    0.383333    0.983333    0.817158   -0.005224
    0.400000    0.983333    0.820259   -0.004540
    0.416667    0.983333    0.822797   -0.003832
    0.433333    0.983333    0.824804   -0.003101
    0.450000    0.983333    0.826303   -0.002350
    0.466667    0.983333    0.827310   -0.001583
    0.483333    0.983333    0.827837   -0.000799
    0.500000    0.983333    0.827889   -0.000002
    0.516667    0.983333    0.827466    0.000810
    0.533333    0.983333    0.826563    0.001633
    0.550000    0.983333    0.825169    0.002467
    0.566667    0.983333    0.823267    0.003309
    0.583333    0.983333    0.820834    0.004155
    0.600000    0.983333    0.817839    0.005003
    0.616667    0.983333    0.814244    0.005845
    0.633333    0.983333    0.810003    0.006674
    0.650000    0.983333    0.805057    0.007480
    0.666667    0.983333    0.799337    0.008249
    0.683333    0.983333    0.792757    0.008962
    0.700000    0.983333    0.785216    0.009595
    0.716667    0.983333    0.776588    0.010116
    0.733333    0.983333    0.766724    0.010483
    0.750000    0.983333    0.755439    0.010641
    0.766667    0.983333    0.742507    0.010518
    0.783333    0.983333    0.727650    0.010020
    0.800000    0.983333    0.710524    0.009021
    0.816667    0.983333    0.690697    0.007358
    0.833333    0.983333    0.667632    0.004818
    0.850000    0.983333    0.640650    0.001124
    0.866667    0.983333    0.608903   -0.004081
    0.883333    0.983333    0.571340   -0.011235
    0.900000    0.983333    0.526711   -0.020830
    0.916667    0.983333    0.473665   -0.033281
    0.933333    0.983333    0.411099   -0.048460
    0.950000    0.983333    0.338710   -0.064256
    0.966667    0.983333    0.253827   -0.072307
    0.983333    0.983333    0.103782   -0.047474
    0.000000    0.966667    0.060882    0.065962
    0.016667    0.966667    0.146471    0.117345
    0.033333    0.966667    0.197761    0.121369
    0.050000    0.966667    0.252772    0.107376
    0.066667    0.966667    0.308924    0.088984
    0.083333    0.966667    0.362259    0.071422
    0.100000    0.966667    0.410868    0.056325
    0.116667    0.966667    0.454231    0.043921
    0.133333    0.966667    0.492511    0.033948
    0.150000    0.966667    0.526148    0.026017
    0.166667    0.966667    0.555667    0.019746
    0.183333    0.966667    0.581580    0.014805
    0.200000    0.966667    0.604351    0.010921
    0.216667    0.966667    0.624388    0.007876
    0.233333    0.966667    0.642039    0.005497
    0.250000    0.966667    0.657602    0.003647
    0.266667    0.966667    0.671328    0.002219
    0.283333    0.966667    0.683428    0.001128
    0.300000    0.966667    0.694080    0.000308
    0.316667    0.966667    0.703435   -0.000295
    0.333333    0.966667    0.711619   -0.000721
    0.350000    0.966667    0.718737   -0.001004
    0.366667    0.966667    0.724879   -0.001170
    0.383333    0.966667    0.730119   -0.001241
    0.400000    0.966667    0.734518   -0.001235
    0.416667    0.966667    0.738125   -0.001164
    0.433333    0.966667    0.740981   -0.001042
    0.450000    0.966667    0.743116   -0.000878
    0.466667    0.966667    0.744552   -0.000680
    0.483333    0.966667    0.745306   -0.000458
    0.500000    0.966667    0.745382   -0.000218
    0.516667    0.966667    0.744783    0.000033
    0.533333    0.966667    0.743500    0.000286
    0.550000    0.966667    0.741519    0.000534
    0.566667    0.966667    0.738817    0.000767
    0.583333    0.966667    0.735363    0.000976
    0.600000    0.966667    0.731117    0.001146
    0.616667    0.966667    0.726029    0.001265
    0.633333    0.966667    0.720037    0.001312
    0.650000    0.966667    0.713067    0.001266
    0.666667    0.966667    0.705029    0.001098
    0.683333    0.966667    0.695815    0.000773
